[表題行],部門,勘定科目,補助科目,日付,伝票No.,作業日付,仕訳番号,決算,調整,付箋１,付箋２,タイプ,生成元,部門,税区分,税計算区分,相手勘定科目,相手補助科目,相手部門,相手税区分,相手税計算区分,借方金額,借方税額,貸方金額,貸方税額,金額,残高,摘要,請求書区分,仕入税額控除,期日,番号,仕訳メモ
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897578,,NO,,,[振伝],,,,,諸口,,,,,,,27745,,-27745,13672478,三友ｻｰﾋﾞｽ㈱　ｶﾂﾐﾋﾞﾙ電気料金,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897581,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,275,,-275,13672203,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897582,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,13672203,ｶﾂﾐﾋﾞﾙ管理組合 ｶﾂﾐﾋﾞﾙ水道料金,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897585,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,0,,0,13672203,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897586,,NO,,,[振伝],,,,,未払金,11月販管費,,,,,,3058,,-3058,13669145,㈱ｽｶｲ　立替費用　書籍ﾊﾟﾚｯﾄ料金　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,74,令和6年12月24日,897587,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,13668870,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,127,令和6年12月11日,871162,,NO,,,[振伝],,,,,諸口,,,,,,,88810,,-88810,13580060,児玉代表　経費精算　11月　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,127,令和6年12月11日,871164,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,13579620,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/25,130,令和6年12月11日,871367,,NO,,,[振伝],,,,,売掛金,㈱ｼﾞｪｲ･ｱｲ･ｴｽ(売上預け金),,,,750427,,,,750427,14330047,㈱ｼﾞｪｲ･ｱｲ･ｴｽ ﾃﾚｺﾑｸﾚｼﾞｯﾄ　ｸﾚｼﾞｯﾄｶｰﾄﾞ 売上預け金 11月,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/26,142,令和6年12月20日,888894,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,1320,,-1320,14328727,賞与振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/26,147,令和6年12月24日,897588,,NO,,,[振伝],,,,,諸口,,,,,,,24948,,-24948,14303779,降旗登税理士事務所　顧問報酬　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/26,147,令和6年12月24日,897592,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,275,,-275,14303504,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2024/12/27,2,令和6年12月17日,880096,,NO,,,[振伝],,,,,売掛金,(同)ｼｴｽﾀ,,,,112200,,,,112200,14415704,(同)ｼｴｽﾀ　ｱﾌｨﾘｴｲﾄ売上　手数料相殺後　10月,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/27,81,令和6年12月4日,866460,,NO,,,[振伝],,,,,売掛金,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ,,,,4562,,,,4562,14420266,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ　紹介報酬　TheCatch　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2024/12/27,84,令和6年12月5日,867542,,NO,,,[振伝],,,,,売掛金,㈱ﾋﾟﾉﾏﾆｱ,,,,295200,,,,295200,14715466,㈱ﾋﾟﾉﾏﾆｱ　紹介報酬　10月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/6,151,令和6年12月27日,901397,,NO,,,[振伝],,,,,支払手数料,(一社)日本出版ｲﾝﾌﾗｾﾝﾀｰ,,課対仕入10%,内税,,,24200,,-24200,14691266,(一社)日本出版ｲﾝﾌﾗｾﾝﾀｰ　ISBN申請料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/6,151,令和6年12月27日,901398,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,14690991,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/6,151,令和6年12月27日,901399,,NO,,,[振伝],,,,,支払手数料,(一財)流通ｼｽﾃﾑ開発ｾﾝﾀｰ,,課対仕入10%,内税,,,11000,,-11000,14679991,(一財)流通システム開発ｾﾝﾀｰ　書籍JANコード申請料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/6,151,令和6年12月27日,901400,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,14679716,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/10,144,令和7年2月4日,913304,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,3080,,-3080,14676636,給与振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/10,175,令和7年1月9日,907128,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,5500,,-5500,14671136,きらぼしﾋﾞｼﾞﾈｽﾈｯﾄ　利用料　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/10,175,令和7年1月9日,907129,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,2200,,-2200,14668936,きらぼし外為ﾈｯﾄ　利用料　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/10,181,令和7年1月10日,908088,,NO,,,[振伝],,,,,売掛金,K'sSolution(同),,,,10405,,,,10405,14679341,K's.Solution(同)　紹介報酬　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/14,146,令和7年1月15日,909771,,NO,,,[振伝],,,,,諸口,,,,,997374,,,,997374,15676715,㈱ｽｶｲ　㈱TED　THE　EARNING　分配金　赤字請求,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/15,38,令和6年12月24日,898672,,NO,,,[振伝],,,,,諸口,,,,,,,4343685,,-4343685,11333030,"㈱TED　立替金,販売報酬　11月",,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/15,38,令和6年12月24日,898680,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,11332590,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/20,199,令和7年1月20日,911086,,NO,,,[振伝],,,,,きらぼし/ｻﾎﾟｰﾄ(0685551),,,,,1500000,,,,1500000,12832590,資金移動(きらぼしｻﾎﾟｰﾄ→きらぼし経理),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/23,198,令和7年1月20日,911088,,NO,,,[振伝],,,,,みずほ/神田駅前決2386791,,,,,32000000,,,,32000000,44832590,資金移動(みずほ→きらぼし経理),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,8,令和6年11月13日,851883,,NO,,,[振伝],,,,,諸口,,,,,,,6992500,,-6992500,37840090,8 BOX PTE. LTD.　業務提携費　10月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,8,令和6年11月13日,851885,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,37832590,8 BOX PTE. LTD.　業務提携費　10月　　海外送金手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909301,,NO,,,[振伝],,,,,未払金,11月業務提携費,,,,,,21506,,-21506,37811084,㈱ｽｶｲ　業務提携費　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909302,,NO,,,[振伝],,,,,未払金,11月業務提携費,,,,,,275,,-275,37810809,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909303,,NO,,,[振伝],,,,,未払金,11月業務提携費,,,,,,23408,,-23408,37787401,㈱Fied　業務提携費　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909304,,NO,,,[振伝],,,,,未払金,11月業務提携費,,,,,,275,,-275,37787126,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909305,,NO,,,[振伝],,,,,諸口,,,,,,,405073,,-405073,37382053,(同)ｼｴｽﾀ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909308,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,37381613,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909309,,NO,,,[振伝],,,,,諸口,,,,,,,324016,,-324016,37057597,㈱ｸｲﾝﾋﾞｰ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909312,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,37057157,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909313,,NO,,,[振伝],,,,,諸口,,,,,,,143387,,-143387,36913770,東川高子　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909316,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,36913330,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909317,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,36913330,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱　合計　,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909320,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,0,,0,36913330,振込手数料(RES負担)　,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909321,,NO,,,[振伝],,,,,諸口,,,,,,,83735,,-83735,36829595,ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909323,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,36829155,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909324,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,36829155,二階堂直樹　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909327,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,36829155,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909328,,NO,,,[振伝],,,,,諸口,,,,,,,883044,,-883044,35946111,㈱rewrite　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909333,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,35945671,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909334,,NO,,,[振伝],,,,,諸口,,,,,,,2438,,-2438,35943233,㈱JUNG 業務提携費 11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,36,令和7年1月14日,909336,,NO,,,[振伝],,,,,諸口,,,,,,,275,,-275,35942958,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,75,令和7年1月27日,912627,,NO,,,[振伝],,,,,売掛金,㈱橋本-investment,,,,119400,,,,119400,36062358,㈱橋本-investment　紹介報酬　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,121,令和7年1月21日,911888,,NO,,,[振伝],,,,,諸口,,,,,718235,,,,718235,36780593,㈱ｼﾞｪｲ･ｱｲ･ｴｽ　ﾏｰｹﾃｨﾝｸﾞ代行費・立替金　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,134,令和7年1月9日,907363,,NO,,,[振伝],,,,,諸口,,,,,,,10239721,,-10239721,26540872,PEAK ONE. LLC　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,134,令和7年1月9日,907371,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,26533372,海外送金手数料　先方負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,134,令和7年1月9日,907372,,NO,,,[振伝],,,,,支払手数料,海外送金手数料,,,,,,0,,0,26533372,海外送金手数料　差額自社負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911742,,NO,,,[振伝],,,,,諸口,,,,,,,60054,,-60054,26473318,㈱ｼﾞｪｲ･ｱｲ･ｴｽ　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911746,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,4950,,-4950,26468368,㈱MIOﾜｰｸｽ　配送代行費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911747,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,26468093,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911748,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,4000000,,-4000000,22468093,(同)KUWADATE　ﾏｰｹﾃｨﾝｸﾞｺﾝｻﾙﾃｨﾝｸﾞ報酬　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911749,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22467653,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911750,,NO,,,[振伝],,,,,諸口,,,,,,,44895,,-44895,22422758,山岸優希　ﾒﾃﾞｨｱﾃﾞｨﾚｸｼｮﾝ費･広告運用代行　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911753,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22422318,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911754,,NO,,,[振伝],,,,,諸口,,,,,,,17958,,-17958,22404360,牧浦匠孝　動画撮影業務　12月　齊藤先生,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911757,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,22404085,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911758,,NO,,,[振伝],,,,,諸口,,,,,,,71832,,-71832,22332253,李彩玲　ﾏｰｹﾃｨﾝｸﾞ業務等　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911761,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22331813,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911762,,NO,,,[振伝],,,,,諸口,,,,,,,250000,,-250000,22081813,(同)ﾌﾟﾛﾗﾘｰ 老皇平　ﾏｰｹﾃｨﾝｸﾞ業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911765,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22081373,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911766,,NO,,,[振伝],,,,,諸口,,,,,,,370205,,-370205,21711168,並木優佳　WEB制作・立替交通費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911773,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21710728,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911774,,NO,,,[振伝],,,,,諸口,,,,,,,24513,,-24513,21686215,坂田朱里　WEB制作業務･立替交通費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911777,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,21685940,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911778,,NO,,,[振伝],,,,,諸口,,,,,,,44895,,-44895,21641045,福本明里　WEB制作業務･立替交通費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911781,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21640605,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911782,,NO,,,[振伝],,,,,諸口,,,,,,,364859,,-364859,21275746,榎本健志朗　WEB制作業務･立替交通費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911790,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21275306,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911791,,NO,,,[振伝],,,,,諸口,,,,,,,174391,,-174391,21100915,藤井信行　WEB制作業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911794,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21100475,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911795,,NO,,,[振伝],,,,,諸口,,,,,,,179580,,-179580,20920895,井上亮平　WEB制作業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911798,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20920455,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911799,,NO,,,[振伝],,,,,諸口,,,,,,,89790,,-89790,20830665,冨永明子　ﾏｰｹﾃｨﾝｸﾞ業務等　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911802,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20830225,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911803,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,100000,,-100000,20730225,石垣吉規　SEO対策費用　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911804,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20729785,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911805,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,220388,,-220388,20509397,秋池沙織　顧客対応業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911806,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20508957,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911807,,NO,,,[振伝],,,,,諸口,,,,,,,161622,,-161622,20347335,紙谷仁　動画編集業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911814,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20346895,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911815,,NO,,,[振伝],,,,,諸口,,,,,,,26937,,-26937,20319958,池松暖仁　動画編集業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911818,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,20319683,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911819,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,24750,,-24750,20294933,㈱ｸﾘｰﾄ　動画制作費用　12月　自社,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911820,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,20294658,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911821,,NO,,,[振伝],,,,,諸口,,,,,,,104111,,-104111,20190547,ﾊｰﾓﾆｰｳﾞｫｲｽ中村麻里　(同)ｼｴｽﾀ　委託費･立替経費 12月 自社100%負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911824,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20190107,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911825,,NO,,,[振伝],,,,,諸口,,,,,,,110550,,-110550,20079557,中西智広　Mr.Kﾏﾈｰｼﾞｬｰ業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911828,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20079117,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911829,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,500000,,-500000,19579117,(同)Stella ﾏｰｹﾃｨﾝｸﾞｺﾝｻﾙﾃｨﾝｸﾞ業務　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911830,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,19578677,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911831,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,33000,,-33000,19545677,㈱E-Voice　ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　動画出演料　12月　自社100%負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911832,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,19545237,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911833,,NO,,,[振伝],,,,,未払金,12月販管費,,,,,,0,,0,19545237,㈱ﾗｯｼｭ　(同)ｼｴｽﾀｾﾐﾅｰ司会　12月　自社100％負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911834,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,0,,0,19545237,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911835,,NO,,,[振伝],,,,,諸口,,,,,,,249003,,-249003,19296234,㈱ASUPARA　営業代行費･郵送費･通話料　12月,,,,,
